ID,Movie_Name,URL,Director,Producer,Writer,Casting,Budget,Box_Office,Duration,Year,Rating,Rating_count,Genre,Inflated_Box_Office,Inflated_Budget,Performance,Profit
Mission_Raniganj,Mission Raniganj,https://wikipedia.org/wiki/Mission_Raniganj,Tinu Suresh Desai,"Vashu Bhagnani, Deepshikha Deshmukh, Jackky Bhagnani, Ajay Kapoor",,"Akshay Kumar, Parineeti Chopra",55.0,46.0,2h 14m,2023,7.1,18000,Drama,48.76,58.3,Flop,0.8363636363636363
Karwaan,Karwaan,https://wikipedia.org/wiki/Karwaan,Akarsh Khurana,"Ronnie Screwvala, Priti Rathi Gupta",Hussain Dalal,"Dulquer Salmaan, Irrfan Khan, Mithila Palkar",23.0,26.0,1h 54m,2018,7.6,18000,Drama,36.88,32.63,Average,1.1304347826086956
Shahid_(film),Shahid,https://wikipedia.org/wiki/Shahid_(film),Hansal Mehta,"Anurag Kashyap, Sunil Bohra, Ronnie Screwvala, Siddharth Roy Kapur","Sameer Gautam Singh, Apurva Asrani","Rajkummar Rao, Tigmanshu Dhulia, Kay Kay Menon, Prabhleen Sandhu, Prabal Panjabi",0.65,4.0,2h 9m,2012,8.2,18000,Biographical,8.05,1.31,Blockbuster,6.153846153846153
Mission_Mangal,Mission Mangal,https://wikipedia.org/wiki/Mission_Mangal,Jagan Shakti,"Cape of Good Films, Hope Productions, Fox Star Studios, Aruna Bhatia, Anil Naidu","R. Balki, Jagan Shakti, Nidhi Singh Dharma, Saketh Kondiparthi","Akshay Kumar, Vidya Balan, Sonakshi Sinha, Taapsee Pannu, Nithya Menen, Kirti Kulhari, Sharman Joshi",32.0,290.0,2h 10m,2019,6.5,18000,Drama,388.09,42.82,All Time BlockBuster,9.0625
Border_(1997_film),Border,https://wikipedia.org/wiki/Border_(1997_film),J. P. Dutta,"J. P. Dutta, Bhanwar Singh",,"Sunny Deol, Suniel Shetty, Jackie Shroff, Akshaye Khanna, Puneet Issar, Sudesh Berry",10.0,66.0,2h 56m,1997,7.9,18000,War,318.27,48.22,Blockbuster,6.6
Iqbal_(film),Iqbal,https://wikipedia.org/wiki/Iqbal_(film),Nagesh Kukunoor,Subhash Ghai,"Nagesh Kukunoor, Mir Ali Hussain","Naseeruddin Shah, Girish Karnad, Shreyas Talpade, Shweta Basu Prasad, Yatin Karyekar, Prateeksha Lonkar",2.25,6.0,2h 12m,2005,8.1,18000,Sports,18.15,6.81,Superhit,2.6666666666666665
Baghban_(2003_film),Baghban,https://wikipedia.org/wiki/Baghban_(2003_film),Ravi Chopra,B. R. Chopra,"B. R. Chopra, Achala Nagar, Satish Bhatnagar, Ram Govind, Shafiq Ansari","Amitabh Bachchan, Hema Malini, Salman Khan, Mahima Chaudhry",10.0,43.0,3h 1m,2003,7.4,18000,Drama,146.18,34.0,Blockbuster,4.3
Shaadi_Mein_Zaroor_Aana,Shaadi Mein Zaroor Aana,https://wikipedia.org/wiki/Shaadi_Mein_Zaroor_Aana,Ratnaa Sinha,"Vinod Bachchan, Manju Bachchan",Kamal Pandey,"Rajkummar Rao, Kriti Kharbanda",15.0,19.0,2h 17m,2017,7.5,18000,Romance,28.57,22.55,Semihit,1.2666666666666666
Race_2,Race 2,https://wikipedia.org/wiki/Race_2,Abbas Mustan,Ramesh S. Taurani,"Kiran Kotrial, Shiraz Ahmed","Saif Ali Khan, John Abraham, Deepika Padukone, Anil Kapoor, Jacqueline Fernandez, Ameesha Patel, Bipasha Basu",94.0,173.0,2h 30m,2013,5.3,18000,Action,328.41,178.44,Hit,1.8404255319148937
The_Legend_of_Bhagat_Singh,The Legend of Bhagat Singh,https://wikipedia.org/wiki/The_Legend_of_Bhagat_Singh,Rajkumar Santoshi,"Kumar Taurani, Ramesh Taurani","Rajkumar Santoshi, Piyush Mishra, Anjum Rajabali","Ajay Devgan, Sushant Singh, D. Santosh, Akhilendra Mishra, Amrita Rao",22.5,13.0,2h 35m,2002,8.1,17000,Biographical,46.85,81.08,Flop,0.5777777777777777
Garam_Masala_(2005_film),Garam Masala,https://wikipedia.org/wiki/Garam_Masala_(2005_film),Priyadarshan,"Ganesh Jain, Ratan Jain","Priyadarshan, Neeraj Vora","Akshay Kumar, John Abraham, Paresh Rawal, Rimi Sen, Neha Dhupia, Daisy Bopanna, Neetu Chandra, Nargis Bagheri, Rajpal Yadav, Manoj Joshi, Asrani",17.0,41.0,2h 26m,2005,6.8,17000,Comedy,124.05,51.44,Superhit,2.411764705882353
Kalank,Kalank,https://wikipedia.org/wiki/Kalank,Abhishek Varman,"Karan Johar, Sajid Nadiadwala, Hiroo Yash Johar, Apoorva Mehta","Shibani Bathija, Hussain Dalal","Madhuri Dixit, Sonakshi Sinha, Alia Bhatt, Varun Dhawan, Aditya Roy Kapur, Sanjay Dutt",130.0,146.0,2h 46m,2019,3.6,17000,Drama,195.38,173.97,Average,1.123076923076923
Mujhse_Shaadi_Karogi,Mujhse Shaadi Karogi,https://wikipedia.org/wiki/Mujhse_Shaadi_Karogi,David Dhawan,Sajid Nadiadwala,Anees Bazmee,"Salman Khan, Akshay Kumar, Priyanka Chopra",15.0,56.0,2h 43m,2004,6.7,17000,Comedy,179.6,48.11,Superhit,3.7333333333333334
Lootera,Lootera,https://wikipedia.org/wiki/Lootera,Vikramaditya Motwane,"Anurag Kashyap, Ekta Kapoor, Shobha Kapoor, Vikas Bahl","Bhavani Iyer, Anurag Kashyap","Sonakshi Sinha, Ranveer Singh",32.0,46.0,2h 16m,2013,7.4,17000,Romance,87.32,60.75,Semihit,1.4375
Hungama_(2003_film),Hungama,https://wikipedia.org/wiki/Hungama_(2003_film),Priyadarshan,"Ganesh Jain, Pooja Galani","Priyadarshan, Neeraj Vora","Akshaye Khanna, Aftab Shivdasani, Paresh Rawal, Rimi Sen, Shakti Kapoor, Rajpal Yadav, Tiku Talsania, Shoma Anand",6.0,20.0,2h 33m,2003,7.6,17000,Comedy,67.99,20.4,Superhit,3.3333333333333335
Satya_(1998_film),Satya,https://wikipedia.org/wiki/Satya_(1998_film),Ram Gopal Varma,Ram Gopal Varma,"Saurabh Shukla, Anurag Kashyap","J. D. Chakravarthy, Urmila Matondkar, Manoj Bajpayee, Paresh Rawal, Aditya Srivastava, Saurabh Shukla",2.5,15.0,2h 50m,1998,8.3,17000,Crime,68.24,11.37,Blockbuster,6.0
Ajab_Prem_Ki_Ghazab_Kahani,Ajab Prem Ki Ghazab Kahani,https://wikipedia.org/wiki/Ajab_Prem_Ki_Ghazab_Kahani,Rajkumar Santoshi,Ramesh S. Taurani,"R. D. Tailang, Rajkumar Santoshi","Ranbir Kapoor, Katrina Kaif",35.0,134.0,2h 30m,2009,6.4,17000,Comedy,321.14,83.88,Superhit,3.8285714285714287
Sanam_Teri_Kasam_(2016_film),Sanam Teri Kasam,https://wikipedia.org/wiki/Sanam_Teri_Kasam_(2016_film),Radhika RaoVinay Sapru,Deepak Mukut,"Radhika Rao, Vinay Sapru","Harshvardhan Rane, Mawra Hocane, Anurag Sinha",25.0,16.0,2h 34m,2016,7.6,17000,Romance,25.5,39.85,Flop,0.64
Attack_(2022_film),Attack,https://wikipedia.org/wiki/Attack_(2022_film),Lakshya Raj Anand,"Jayantilal Gada, Ajay Kapoor, John Abraham","Lakshya Raj Anand, Sumit Batheja, Vishal Kapoor","John Abraham, Rakul Preet Singh, Jacqueline Fernandez, Prakash Raj, Naufal Azmir Khan, Ratna Pathak Shah",80.0,22.0,2h 1m,2022,6.8,17000,Action,24.72,89.89,Flop,0.275
Chalte_Chalte_(2003_film),Chalte Chalte,https://wikipedia.org/wiki/Chalte_Chalte_(2003_film),Aziz Mirza,"Juhi Chawla, Shah Rukh Khan, Aziz Mirza","Pramod Sharma, Ashish Kariya, Rumi Jafri","Shah Rukh Khan, Rani Mukerji",11.0,43.0,2h 47m,2003,6.5,17000,Romance,146.18,37.4,Superhit,3.909090909090909
Dream_Girl_(2019_film),Dream Girl,https://wikipedia.org/wiki/Dream_Girl_(2019_film),Raaj Shaandilyaa,"Ekta Kapoor, Shobha Kapoor","Nirmaan D Singh, Raaj Shaandilyaa","Ayushmann Khurrana, Nushrat Bharucha, Annu Kapoor, Manjot Singh, Vijay Raaz, Abhishek Banerjee, Raj Bhansali",28.0,201.0,2h 12m,2019,7.0,17000,Comedy,268.98,37.47,Blockbuster,7.178571428571429
Khakee,Khakee,https://wikipedia.org/wiki/Khakee,Rajkumar Santoshi,Keshu Ramsay,"Rajkumar Santoshi, Shridhar Raghavan","Amitabh Bachchan, Akshay Kumar, Ajay Devgn, Aishwarya Rai, Tusshar Kapoor, Atul Kulkarni",26.0,45.0,2h 54m,2004,7.4,17000,Thriller,144.32,83.39,Semihit,1.7307692307692308
Singh_Is_Kinng,Singh Is Kinng,https://wikipedia.org/wiki/Singh_Is_Kinng,Anees Bazmee,Vipul Amrutlal Shah,,"Akshay Kumar, Katrina Kaif, Om Puri, Ranvir Shorey, Neha Dhupia, Javed Jaffrey, Sonu Sood",30.0,136.0,2h 15m,2008,5.8,17000,Action,345.49,76.21,Blockbuster,4.533333333333333
Kaho_Naa..._Pyaar_Hai,Kaho Naa... Pyaar Hai,https://wikipedia.org/wiki/Kaho_Naa..._Pyaar_Hai,Rakesh Roshan,Rakesh Roshan,Rakesh Roshan,"Hrithik Roshan, Ameesha Patel, Anupam Kher, Dalip Tahil, Mohnish Bahl",10.0,80.0,2h 52m,2000,6.9,17000,Romance,323.91,40.49,All Time BlockBuster,8.0
Tanu_Weds_Manu,Tanu Weds Manu,https://wikipedia.org/wiki/Tanu_Weds_Manu,Aanand L. Rai,"Vinod Bachan, Shailesh R Singh",Himanshu Sharma,"R. Madhavan, Kangana Ranaut, Jimmy Sheirgill, Deepak Dobriyal, Eijaz Khan, Swara Bhaskar",17.5,56.0,1h 53m,2011,6.8,17000,Comedy,119.44,37.33,Superhit,3.2
Hit:_The_First_Case,Hit: The First Case,https://wikipedia.org/wiki/Hit:_The_First_Case,Sailesh Kolanu,"Prashanti Tipirneni, Nani",Sailesh Kolanu,"Vishwak Sen, Ruhani Sharma",6.2,11.0,2h 12m,2022,6.8,17000,Thriller,12.36,6.97,Hit,1.7741935483870968
Hasee_Toh_Phasee,Hasee Toh Phasee,https://wikipedia.org/wiki/Hasee_Toh_Phasee,Vinil Mathew,"Karan Johar, Vikas Bahl, Vikramaditya Motwane, Anurag Kashyap","Harshavardhan Kulkarni, Anurag Kashyap, Purva Naresh, Vinil Matthew","Sidharth Malhotra, Parineeti Chopra",20.0,63.0,2h 21m,2014,6.8,16000,Romance,112.82,35.82,Superhit,3.15
Swatantrya_Veer_Savarkar_(film),Swatantra Veer Savarkar,https://wikipedia.org/wiki/Swatantrya_Veer_Savarkar_(film),Randeep Hooda,"Randeep Hooda, Sam Khan, Anand Pandit, Yogesh Rahar, Sandeep Singh","Randeep Hooda, Utkarsh Naithani","Randeep Hooda, Ankita Lokhande, Amit Sial",20.0,31.0,2h 56m,2024,7.7,16000,Biographical,31.0,20.0,Semihit,1.55
Manikarnika:_The_Queen_of_Jhansi,Manikarnika: The Queen of Jhansi,https://wikipedia.org/wiki/Manikarnika:_The_Queen_of_Jhansi,"Krish Jagarlamudi, Kangana Ranaut","Zee Studios, Kamal Jain, Abhishek Vyas",,"Kangana Ranaut, Jisshu Sengupta, Mohammed Zeeshan Ayyub, Ankita Lokhande",112.0,133.0,2h 28m,2019,6.4,16000,Historical,177.98,149.88,Average,1.1875
"Dostana_(2008_film)#:~:text=Dostana%20(%20transl.,Priyanka%20Chopra%20in%20lead%20roles.",Dostana,"https://wikipedia.org/wiki/Dostana_(2008_film)#:~:text=Dostana%20(%20transl.,Priyanka%20Chopra%20in%20lead%20roles.",Tarun Mansukhani,"Hiroo Yash Johar, Karan Johar","Tarun Mansukhani, Anvita Dutt Guptan","Abhishek Bachchan, John Abraham, Priyanka Chopra",40.0,87.0,2h 25m,2008,6.4,16000,Comedy,221.01,101.61,Superhit,2.175
Bala_(2019_film),Bala,https://wikipedia.org/wiki/Bala_(2019_film),Amar Kaushik,Dinesh Vijan,"Niren Bhatt, Ravi Muppa, Pavel Bhattacharjee","Ayushmann Khurrana, Bhumi Pednekar, Yami Gautam",25.0,172.0,2h 13m,2019,7.3,16000,Comedy,230.17,33.46,Blockbuster,6.88
Pyaar_Ka_Punchnama_2,Pyaar Ka Punchnama 2,https://wikipedia.org/wiki/Pyaar_Ka_Punchnama_2,Luv Ranjan,Abhishek Pathak,"Rahul Mody, Tarun Jain, Luv Ranjan","Kartik Aaryan, Nushrat Bharucha, Sonnalli Seygall, Ishita Raj Sharma, Omkar Kapoor, Sunny Singh",22.0,88.0,2h 17m,2015,7.3,16000,Comedy,148.67,37.17,Superhit,4.0
Race_(2008_film),Race,https://wikipedia.org/wiki/Race_(2008_film),Abbas Mustan,"Ramesh S. Taurani, Kumar S. Taurani","Anurag Prapanna, Jitendra Parmer","Anil Kapoor, Saif Ali Khan, Akshaye Khanna, Bipasha Basu, Katrina Kaif, Sameera Reddy",46.0,103.0,2h 29m,2008,6.7,16000,Action,261.66,116.86,Superhit,2.239130434782609
Satyameva_Jayate_2,Satyameva Jayate 2,https://wikipedia.org/wiki/Satyameva_Jayate_2,Milap Milan Zaveri,"Bhushan Kumar, Krishan Kumar, Monisha Advani, Madhu Bhojwani, Nikkhil Advani",Milap Milan Zaveri,"John Abraham, Divya Khosla Kumar",95.0,17.0,2h 18m,2021,3.4,16000,Action,20.25,113.15,Flop,0.17894736842105263
Raman_Raghav_2.0,Psycho Raman,https://wikipedia.org/wiki/Raman_Raghav_2.0,Anurag Kashyap,"Anurag Kashyap, Vikas Bahl, Vikramaditya Motwane, Madhu Mantena","Anurag Kashyap, Vasan Bala","Nawazuddin Siddiqui, Sobhita Dhulipala, Vicky Kaushal",3.5,7.0,2h 13m,2016,7.3,16000,Thriller,11.16,5.58,Superhit,2.0
Karan_Arjun,Karan Arjun,https://wikipedia.org/wiki/Karan_Arjun,Rakesh Roshan,Rakesh Roshan,"Sachin Bhowmick, Ravi Kapoor, Anwar Khan","Salman Khan, Shah Rukh Khan, Raakhee, Mamta Kulkarni, Kajol, Amrish Puri",6.0,43.0,2h 55m,1995,6.8,16000,Action,232.99,32.51,Blockbuster,7.166666666666667
Housefull_2,Housefull 2,https://wikipedia.org/wiki/Housefull_2,Sajid Khan,Sajid Nadiadwala,Farhad Sajid,"Rishi Kapoor, Randhir Kapoor, Mithun Chakraborty, Akshay Kumar, John Abraham, Riteish Deshmukh, Shreyas Talpade, Asin, Jacqueline Fernandez, Shazahn Padamsee, Zareen Khan",62.0,186.0,2h 25m,2012,5.4,16000,Comedy,374.27,124.76,Superhit,3.0
Heyy_Babyy,Heyy Babyy,https://wikipedia.org/wiki/Heyy_Babyy,Sajid Khan,Sajid Nadiadwala,"Sajid Khan, Milap Milan Zaveri","Akshay Kumar, Fardeen Khan, Riteish Deshmukh, Vidya Balan, Boman Irani, Juanna Sanghvi",36.0,83.0,2h 24m,2007,6.1,16000,Comedy,223.5,96.94,Superhit,2.3055555555555554
Housefull_(2010_film),Housefull,https://wikipedia.org/wiki/Housefull_(2010_film),Sajid Khan,Sajid Nadiadwala,Anvita Dutt,"Akshay Kumar, Ritesh Deshmukh, Arjun Rampal, Lara Dutta, Deepika Padukone, Jiah Khan, Boman Irani, Lilette Dubey, Randhir Kapoor, Chunky Pandey, Malaika Arora",30.0,125.0,2h 24m,2010,5.5,16000,Comedy,282.61,67.83,Blockbuster,4.166666666666667
Zara_Hatke_Zara_Bachke,Zara Hatke Zara Bachke,https://wikipedia.org/wiki/Zara_Hatke_Zara_Bachke,Laxman Utekar,"Dinesh Vijan, Jyoti Deshpande","Maitrey Bajpai, Ramiz Ilham Khan","Vicky Kaushal, Sara Ali Khan",40.0,116.0,2h 12m,2023,6.0,16000,Comedy,122.96,42.4,Superhit,2.9
Gadar:_Ek_Prem_Katha,Gadar: Ek Prem Katha,https://wikipedia.org/wiki/Gadar:_Ek_Prem_Katha,Anil Sharma,"Nittin Keni, Bhanwar Singh, Bhaumik Gondaliya",Shaktimaan Talwar,"Sunny Deol, Ameesha Patel, Amrish Puri, Lillete Dubey, Vivek Shauq",18.5,133.0,2h 50m,2001,7.3,16000,Drama,508.03,70.67,All Time BlockBuster,7.1891891891891895
Ek_Villain_Returns,Ek Villain Returns,https://wikipedia.org/wiki/Ek_Villain_Returns,Mohit Suri,"Shobha Kapoor, Ekta Kapoor, Bhushan Kumar, Krishan Kumar","Mohit Suri, Aseem Arrora","John Abraham, Arjun Kapoor, Disha Patani, Tara Sutaria",71.0,69.0,2h 9m,2022,4.4,16000,Thriller,77.53,79.78,Flop,0.971830985915493
Go_Goa_Gone,Go Goa Gone,https://wikipedia.org/wiki/Go_Goa_Gone,Raj and D.K.,"Saif Ali Khan, Dinesh Vijan, Sunil Lulla",,"Saif Ali Khan, Kunal Khemu, Vir Das, Anand Tiwari, Puja Gupta",19.0,38.0,1h 48m,2013,6.6,16000,Horror,72.14,36.07,Superhit,2.0
Shikara_(film),Shikara,https://wikipedia.org/wiki/Shikara_(film),Vidhu Vinod Chopra,Vidhu Vinod Chopra,,"Aadil Khan, Sadia Khateeb",30.0,8.0,1h 58m,2020,3.4,15000,Drama,10.1,37.87,Flop,0.26666666666666666
Water_(2005_film),Water,https://wikipedia.org/wiki/Water_(2005_film),Deepa Mehta,David Hamilton,,"Seema Biswas, Lisa Ray, John Abraham, Sarala Kariyawasam, Manorama",15.0,0.2,1h 57m,2005,7.7,15000,Drama,0.61,45.38,Flop,0.013333333333333334
Chandigarh_Kare_Aashiqui,Chandigarh Kare Aashiqui,https://wikipedia.org/wiki/Chandigarh_Kare_Aashiqui,Abhishek Kapoor,"Bhushan Kumar, Pragya Kapoor, Krishan Kumar, Abhishek Nayyar","Supratik Sen, Tushar Paranjpe","Ayushmann Khurrana, Vaani Kapoor",40.0,41.0,1h 57m,2021,6.8,15000,Romance,48.83,47.64,Average,1.025
Cocktail_(2012_film),Cocktail,https://wikipedia.org/wiki/Cocktail_(2012_film),Homi Adajania,"Saif Ali Khan, Dinesh Vijan","Imtiaz Ali, Sajid Ali","Saif Ali Khan, Deepika Padukone, Diana Penty, Dimple Kapadia, Boman Irani, Randeep Hooda",35.0,126.0,2h 26m,2012,6.3,15000,Romance,253.54,70.43,Superhit,3.6
Kedarnath_(film),Kedarnath,https://wikipedia.org/wiki/Kedarnath_(film),Abhishek Kapoor,"Ronnie Screwvala, Pragya Kapoor, Abhishek Kapoor","Kanika Dhillon, Abhishek Kapoor","Sushant Singh Rajput, Sara Ali Khan",68.0,103.0,1h 56m,2018,6.8,15000,Drama,146.11,96.46,Semihit,1.5147058823529411
Bhagam_Bhag,Bhagam Bhag,https://wikipedia.org/wiki/Bhagam_Bhag,Priyadarshan,"Sunil Shetty, Dhilin Mehta","Neeraj Vora, Siddique–Lal","Akshay Kumar, Govinda, Paresh Rawal, Jackie Shroff, Arbaaz Khan, Lara Dutta, Rajpal Yadav, Manoj Joshi, Shakti Kapoor, Asrani, Sharat Saxena, Tanushree Dutta, Razak Khan",32.0,68.0,2h 37m,2006,6.6,15000,Comedy,194.1,91.34,Superhit,2.125
Desi_Boyz,Desi Boyz,https://wikipedia.org/wiki/Desi_Boyz,Rohit Dhawan,"Krishika Lulla, Vijay Ahuja, Jyoti Deshpande","Milap Zaveri, Renuka Kunzru","Akshay Kumar, John Abraham, Deepika Padukone, Chitrangada Singh, Anupam Kher, Sanjay Dutt",65.0,77.0,2h 2m,2011,5.7,15000,Comedy,164.24,138.64,Average,1.1846153846153846
Madaari,Madaari,https://wikipedia.org/wiki/Madaari,Nishikant Kamat,"Irrfan Khan, Kshitiz Bhardwaj, Shailesh R Singh, Madan Paliwal, Sutapa Sikdar, Shailja Kejriwal",Ritesh Shah,"Irrfan Khan, Vishesh Bansal, Jimmy Sheirgill, Tushar Dalvi, Sadhil Kapoor",22.0,29.0,2h 13m,2016,7.6,15000,Thriller,46.22,35.06,Semihit,1.3181818181818181
Khuda_Haafiz_Chapter_II:_Agni_Pariksha,Khuda Haafiz: Chapter 2 - Agni Pariksha,https://wikipedia.org/wiki/Khuda_Haafiz_Chapter_II:_Agni_Pariksha,Faruk Kabir,"Kumar Mangat Pathak, Abhishek Pathak, Sneha Bimal Parekh, Ram Mirchandani",Faruk Kabir,"Vidyut Jammwal, Shivaleeka Oberoi, Sheeba Chaddha",25.0,20.0,2h 24m,2022,7.4,15000,Action,22.47,28.09,Flop,0.8
Vaastav:_The_Reality,Vaastav: The Reality,https://wikipedia.org/wiki/Vaastav:_The_Reality,Mahesh Manjrekar,Deepak Nikalje,,"Sanjay Dutt, Namrata Shirodkar, Mohnish Bahl, Shivaji Satam, Reema Lagoo, Paresh Rawal, Sanjay Narvekar",7.5,21.0,2h 25m,1999,8.0,15000,Crime,90.13,32.19,Superhit,2.8
Gold_(2018_film),Gold,https://wikipedia.org/wiki/Gold_(2018_film),Reema Kagti,"Ritesh Sidhwani, Farhan Akhtar","Reema Kagti, Rajesh Devraj","Akshay Kumar, Mouni Roy, Kunal Kapoor, Amit Sadh, Vineet K. Singh, Sunny Kaushal, Nikita Dutta",61.0,158.0,2h 31m,2018,7.3,15000,Sports,224.13,86.53,Superhit,2.5901639344262297
The_Ghazi_Attack,The Ghazi Attack,https://wikipedia.org/wiki/The_Ghazi_Attack,Sankalp Reddy,"Anvesh Reddy, Dil Raju, Prasad V Potluri, NM Pasha, Jagan Mohan Vancha","Azad Alam, Gangaraju Gunnam","Rana Daggubati, Atul Kulkarni, Kay Kay Menon, Taapsee Pannu, Rahul Singh, Satya Dev",15.0,62.0,1h 56m,2017,7.5,15000,War,93.23,22.55,Blockbuster,4.133333333333334
Jersey_(2022_film),Jersey,https://wikipedia.org/wiki/Jersey_(2022_film),Gowtam Tinnanuri,"Dil Raju, Suryadevara Naga Vamsi, Aman Gill",Gowtam Tinnanuri,"Shahid Kapoor, Mrunal Thakur, Pankaj Kapur",80.0,28.0,2h 50m,2022,7.3,15000,Sports,31.46,89.89,Flop,0.35
Ittefaq_(1969_film),Ittefaq,https://wikipedia.org/wiki/Ittefaq_(1969_film),Yash Chopra,B. R. Chopra,"G. R. Kamath, Akhtar Ul Iman","Nanda, Rajesh Khanna",1.0,30.0,1h 44m,1969,7.4,1200,Thriller,739.51,24.65,All Time BlockBuster,30.0
Housefull_4,Housefull 4,https://wikipedia.org/wiki/Housefull_4,Farhad Samji,Sajid Nadiadwala,Farhad Samji,"Akshay Kumar, Riteish Deshmukh, Bobby Deol, Kriti Sanon, Pooja Hegde, Kriti Kharbanda",75.0,280.0,2h 25m,2019,3.6,14000,Comedy,374.7,100.37,Superhit,3.7333333333333334
Table_No._21,Table No.21,https://wikipedia.org/wiki/Table_No._21,Aditya Datt,"Sunil Lulla, Viki Rajani",Abhijit Deshpande,"Paresh Rawal, Rajeev Khandelwal, Tina Desai",8.5,18.0,1h 48m,2013,7.2,14000,Thriller,34.17,16.14,Superhit,2.1176470588235294
Humpty_Sharma_Ki_Dulhania,Humpty Sharma Ki Dulhania,https://wikipedia.org/wiki/Humpty_Sharma_Ki_Dulhania,Shashank Khaitan,"Hiroo Yash Johar, Karan Johar",Shashank Khaitan,"Varun Dhawan, Alia Bhatt, Sidharth Shukla",33.0,120.0,2h 13m,2014,6.0,14000,Romance,214.9,59.1,Superhit,3.6363636363636362
Aankhen_(1993_film),Aankhen,https://wikipedia.org/wiki/Aankhen_(1993_film),David Dhawan,Pahlaj Nihalani,Anees Bazmee,"Govinda, Chunky Pandey, Raj Babbar",10.0,25.0,2h 45m,2002,7.4,14000,Thriller,90.09,36.04,Superhit,2.5
Hichki,Hichki,https://wikipedia.org/wiki/Hichki,Siddharth P. Malhotra,"Aditya Chopra, Maneesh Sharma",,Rani Mukerji,20.0,215.0,1h 56m,2018,7.5,14000,Drama,304.98,28.37,All Time BlockBuster,10.75
Brothers_(2015_film),Brothers,https://wikipedia.org/wiki/Brothers_(2015_film),Karan Malhotra,"Hiroo Yash Johar, Karan Johar, Endemol India","Ekta Pathak Malhotra, Siddharth Garima","Akshay Kumar, Sidharth Malhotra, Jacqueline Fernandez",110.0,140.0,2h 36m,2015,6.4,14000,Action,236.53,185.84,Semihit,1.2727272727272727
Baaghi_3,Baaghi 3,https://wikipedia.org/wiki/Baaghi_3,Ahmed Khan,Sajid Nadiadwala,"Farhad Samji, Sparsh Khetarpal, Tasha Bhambra, Madhur Sharma","Tiger Shroff, Ritesh Deshmukh, Shraddha Kapoor",80.0,137.0,2h 23m,2020,2.2,14000,Action,172.96,101.0,Semihit,1.7125
Te3n,Te3n,https://wikipedia.org/wiki/Te3n,Ribhu Dasgupta,"Sujoy Ghosh, Anirudh Tanwar, Gulab Singh Tanwar, Abhijit Ghatak, Suresh Nair, Sameer Rajendran, Gauri Sathe",,"Amitabh Bachchan, Nawazuddin Siddiqui, Vidya Balan, Sabyasachi Chakraborty, Padmavati Rao",34.0,32.0,2h 16m,2016,7.2,14000,Thriller,51.0,54.19,Flop,0.9411764705882353
Chachi_420,Chachi 420,https://wikipedia.org/wiki/Chachi_420,Kamal Haasan,"Chandra Haasan, Kamal Haasan, Jhamu Sughand",Gulzar,"Kamal Haasan, Tabu, Amrish Puri, Om Puri, Paresh Rawal, Fatima Sana Shaikh",6.5,11.0,2h 35m,1997,7.4,14000,Comedy,53.05,31.35,Semihit,1.6923076923076923
Partner_(2007_film),Partner,https://wikipedia.org/wiki/Partner_(2007_film),David Dhawan,"Sohail Khan, Parag Sanghvi","David Dhawan, Yunus Sajawal, Sanjay Chhel","Salman Khan, Govinda, Lara Dutta, Katrina Kaif",28.0,101.0,2h 35m,2007,5.8,14000,Comedy,271.97,75.4,Superhit,3.607142857142857
Badrinath_Ki_Dulhania,Badrinath Ki Dulhania,https://wikipedia.org/wiki/Badrinath_Ki_Dulhania,Shashank Khaitan,"Hiroo Yash Johar, Karan Johar, Bhanwar Singh, Apoorva Mehta",Shashank Khaitan,"Varun Dhawan, Alia Bhatt",39.0,200.0,2h 19m,2017,6.1,14000,Romance,300.73,58.64,Blockbuster,5.128205128205129
Billu,Billu,https://wikipedia.org/wiki/Billu,Priyadarshan,"Shah Rukh Khan, Gauri Khan","Mushtaq Shiekh, Manisha Korde","Irrfan Khan, Shah Rukh Khan, Lara Dutta",27.0,47.0,2h 17m,2009,6.4,14000,Drama,112.64,64.71,Semihit,1.7407407407407407
Mardaani,Mardaani,https://wikipedia.org/wiki/Mardaani,Pradeep Sarkar,Aditya Chopra,Gopi Puthran,"Rani Mukerji, Tahir Raj Bhasin, Jisshu Sengupta, Saanand Verma, Avneet Kaur",21.0,60.0,1h 53m,2014,7.3,14000,Thriller,107.45,37.61,Superhit,2.857142857142857
Fukrey,Fukrey,https://wikipedia.org/wiki/Fukrey,Mrighdeep Singh Lamba,"Farhan Akhtar, Ritesh Sidhwani","Vipul Vig, Mrighdeep Singh Lamba","Pulkit Samrat, Manjot Singh, Ali Fazal, Varun Sharma, Priya Anand, Vishakha Singh, Pankaj Tripathi, Richa Chadda",8.0,49.0,2h 19m,2013,6.9,14000,Comedy,93.02,15.19,Blockbuster,6.125
Luka_Chuppi,Luka Chuppi,https://wikipedia.org/wiki/Luka_Chuppi,Laxman Utekar,Dinesh Vijan,Rohan Shankar,"Kartik Aaryan, Kriti Sanon",25.0,129.0,2h 6m,2019,6.4,13000,Comedy,172.63,33.46,Blockbuster,5.16
